0020230329TMRTFS
05USD LIBOR 3M                                      USD2023032920230815 0.98023893
05USD LIBOR 3M                                      USD2023032920230816 0.98010099
05USD LIBOR 3M                                      USD2023032920230817 0.97996329
05USD LIBOR 3M                                      USD2023032920230818 0.97982585
05USD LIBOR 3M                                      USD2023032920230819 0.97968864
05USD LIBOR 3M                                      USD2023032920230814 0.98037712
05USD LIBOR 3M                                      USD2023032920230813 0.98051556
05USD LIBOR 3M                                      USD2023032920230811 0.98079321
05USD LIBOR 3M                                      USD2023032920230812 0.98065426
05USD LIBOR 3M                                      USD2023032920230804 0.98177309
05USD LIBOR 3M                                      USD2023032920230805 0.98163233
05USD LIBOR 3M                                      USD2023032920230806 0.98149183
05USD LIBOR 3M                                      USD2023032920230807 0.98135158
05USD LIBOR 3M                                      USD2023032920230808 0.98121160
05USD LIBOR 3M                                      USD2023032920230809 0.98107188
05USD LIBOR 3M                                      USD2023032920230810 0.98093242
05USD LIBOR 3M                                      USD2023032920230712 0.98508073
05USD LIBOR 3M                                      USD2023032920230713 0.98493428
05USD LIBOR 3M                                      USD2023032920230714 0.98478805
05USD LIBOR 3M                                      USD2023032920230715 0.98464205
05USD LIBOR 3M                                      USD2023032920230716 0.98449627
05USD LIBOR 3M                                      USD2023032920230717 0.98435072
05USD LIBOR 3M                                      USD2023032920230718 0.98420541
05USD LIBOR 3M                                      USD2023032920230719 0.98406033
05USD LIBOR 3M                                      USD2023032920230720 0.98391550
05USD LIBOR 3M                                      USD2023032920230721 0.98377090
05USD LIBOR 3M                                      USD2023032920230722 0.98362655
05USD LIBOR 3M                                      USD2023032920230723 0.98348245
05USD LIBOR 3M                                      USD2023032920230724 0.98333860
05USD LIBOR 3M                                      USD2023032920230725 0.98319500
05USD LIBOR 3M                                      USD2023032920230726 0.98305165
05USD LIBOR 3M                                      USD2023032920230727 0.98290855
05USD LIBOR 3M                                      USD2023032920230728 0.98276571
05USD LIBOR 3M                                      USD2023032920230729 0.98262313
05USD LIBOR 3M                                      USD2023032920230730 0.98248081
05USD LIBOR 3M                                      USD2023032920230731 0.98233874
05USD LIBOR 3M                                      USD2023032920230801 0.98219694
05USD LIBOR 3M                                      USD2023032920230802 0.98205540
05USD LIBOR 3M                                      USD2023032920230803 0.98191411
05USD LIBOR 3M                                      USD2023032920230419 0.99718738
05USD LIBOR 3M                                      USD2023032920230420 0.99705267
05USD LIBOR 3M                                      USD2023032920230421 0.99691782
